Frequency (Hz),dB (Relative)
1730,28.42806
1731,28.43369
1732,28.43931
1733,28.44493
1734,28.45056
1735,28.45618
1736,28.46180
1737,28.46743
1738,28.47305
1739,28.47867
1740,28.48430
1741,28.48992
1742,28.49554
1743,28.50116
1744,28.50679
1745,28.51241
1746,28.51803
1747,28.52366
1748,28.52928
1749,28.53490
1750,28.54053
1751,28.54615
1752,28.55177
1753,28.55740
1754,28.56302
1755,28.56864
1756,28.57426
1757,28.57989
1758,28.60535
1759,28.63122
1760,28.65710
1761,28.68297
1762,28.70884
1763,28.73471
1764,28.76058
1765,28.78645
1766,28.81232
1767,28.83819
1768,28.86406
1769,28.88993
1770,28.91581
1771,28.94168
1772,28.96755
1773,28.99342
1774,29.01929
1775,29.04516
1776,29.07103
1777,29.09690
1778,29.12277
1779,29.14864
1780,29.17452
1781,29.20039
1782,29.22626
1783,29.25213
1784,29.27800
1785,29.30387
1786,29.32974
1787,29.35561
1788,29.38148
1789,29.40736
1790,29.43323
1791,29.45910
1792,29.48497
1793,29.51084
1794,29.53671
1795,29.56258
1796,29.58845
1797,29.61432
1798,29.64019
1799,29.66607
1800,29.69194
1801,29.71781
1802,29.74368
1803,29.76955
1804,29.79542
1805,29.82129
1806,29.84716
1807,29.87303
1808,29.89890
1809,29.92478
1810,29.95065
1811,29.97652
1812,30.00239
1813,30.02826
1814,30.05413
1815,30.08000
1816,30.10587
1817,30.13174
1818,30.15761
1819,30.18349
1820,30.20936
1821,30.23523
1822,30.26110
1823,30.28697
1824,30.31284
1825,30.33871
1826,30.36458
1827,30.39045
1828,30.41632
1829,30.44220
1830,30.46807
1831,30.49394
1832,30.51981
1833,30.54568
1834,30.57155
1835,30.59742
1836,30.62329
1837,30.64916
1838,30.67504
1839,30.70091
1840,30.72678
1841,30.75265
1842,30.77852
1843,30.80439
1844,30.83026
1845,30.85613
1846,30.88200
1847,30.90787
1848,30.93375
1849,30.95962
1850,30.98549
1851,31.01136
1852,31.03723
1853,31.06310
1854,31.08897
1855,31.11484
1856,31.14071
1857,31.16658
1858,31.19246
1859,31.21833
1860,31.24420
1861,31.27007
1862,31.29594
1863,31.32181
1864,31.34768
1865,31.37355
1866,31.39942
1867,31.42529
1868,31.45117
1869,31.47704
1870,31.50291
1871,31.52878
1872,31.55465
1873,31.58052
1874,31.60639
1875,31.63226
1876,31.65813
1877,31.68400
1878,31.70988
1879,31.73575
1880,31.76162
1881,31.78749
1882,31.81336
